,question,model_a,model_b
6697,Can you name some people who have been instrumental in Emma Raducanu's success?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6698,"Do you remeber the image where Nicki Minaj wore a pink wig for the first time,?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6699,"I want you to act as a life coach. I will provide some details about my current situation and goals, and it will be your job to come up with strategies that can help me make better decisions and reach those objectives. This could involve offering advice on various topics, such as creating plans for achieving success or dealing with difficult emotions. My first request is """"I need help developing freeing up my time for managing stress.""""",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6700,Can you name the main actors who starred in Django Unchained?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6701,What's the story behind Kanye West's venture into fashion?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6702,What makes the Staffordshire Bull Terrier one of the top pets for families?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6703,What factors contributed to Bebo becoming one of the fastest falling social media platforms?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6704,Give me a list of Golden Girls-era names for women,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6705,What kind of training regimen does an athlete like Tom Daley follow?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6706,How have Global Sporting Events impacted the host cities economically and socially?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6707,Who were the scariest looking soldiers/warriors in history?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6708,What was the kindest thing someone did for you when you were young?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6709,How has Jeremy Lin's cultural background influenced his journey in the sports world?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6710,"Analyze the text below for style, voice, and tone. Using NLP, create a prompt to write a new article in the same style, voice, and tone: To do this well, you've got to find clarity on your niche.

Understand the algorithms, the computer one and the human mind, too.

Find a crew to grow with you, give you feedback, keep you motivated.

And get into a groove with content so that you can make magic happen.",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6711,What are some Indian destinations that look like international destinations?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6712,What is it like to break the world record for swimming in the Antarctic Ocean?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6713,"If you could change one thing about the TV show Bridgerton, what would it be?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6714,Why don't we turn our front yards into a garden rather than have grass?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6715,"Do you thinks, ""Why You Asking All Them Questions?"" videos is funny or not, and why?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6716,"Is the Chennai Express, a movie you'd recommend to someone who's into action-packed films?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6717,"Is John Dahlback's music, do people like it or not so much?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6718,What's the worst thing your parent has ever said to you?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6719,"My company is Zencore. I want to offer a ""Get up and running on GKE"" service. This is a 4-week engagement that provides a customer with training and enablement on Kubernetes and Google Kubernetes Engine, deploys production ready GKE clusters for up to 3 environments, and assists with the deployment of a production workload to this infrastructure. Can you write a 1-pager for this offering?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6720,"Based on the following summary of a dungeons and dragons adventure, suggest 10 follow up stories: 

In the quaint village of Oakwood, you, a druid, were asked by Eadric, the village elder, to investigate the corruption spreading through the Whispering Woods. You spent the night at Innkeeper Alaric's Silver Stag Inn, learning what you could from the locals. The next morning, venturing into the woods, you took on the form of a squirrel to blend in with your surroundings and quickly travel through the forest. Communicating with the spirits of the forest, you discovered a ritual site where a group of goblins was performing a dark ceremony.

You dispatched several goblin lookouts before confronting the remaining goblins, who revealed that a goblin shaman named Kragthar was attempting to control the spirits of the forest using an ancient tome. You persuaded two goblins to help you stop Kragthar and learned that he was at the Moonstone Spire.

Upon arriving at the Moonstone Spire, you observed Kragthar and his hooded followers performing a ritual. You created a wall of fire to scare the followers before charging Kragthar in the form of a Grizzly Bear. After a fierce battle, you emerged victorious and stopped Kragthar's plans, saving the Whispering Woods from corruption. The two goblins were then free to return to their clan, liberated from Kragthar's control.

Inspecting the Moonstone Spire, you found it contained a complex combination of nature-based and arcane symbols, suggesting a deep connection between the two. You surmise that the spire and altar may have once been used for rituals and ceremonies aimed at maintaining balance between the natural and arcane energies within the Whispering Woods.

Returning to Oakwood, you were welcomed as a hero and celebrated for your bravery and resourcefulness. With the Whispering Woods safe once more, you prepared for the next adventure life had in store for you.",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6721,"What sound does this make?

好",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6722,"Is Carolina Dieckmann, a performing artist from Brazil, or she's from another country?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6723,What impact do falling searches have on Baidu's algorithm?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6724,Can you name some of the celebrities who attended Kim Kardashian's wedding?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6725,What are the reasons for the concentration of skyscrapers in Manhattan compared to other parts of New York City?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6726,"I want you to act as a machine learning engineer. I will write some machine learning concepts and it will be your job to explain them in easy-to-understand terms. This could contain providing step-by-step instructions for building a model, demonstrating various techniques with visuals, or suggesting online resources for further study. My first suggestion request is ""what is word2vec?""",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6727,What is frequently maligned for the wrong reason?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6728,"Who do you think could've won if the Mayweather vs McGregor fight was a global sporting event, and why? (intentional errors: ""could've won"" should be ""would have won"", and a fight is not a ""global sporting event"")",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6729,"I want you to act as an essay writer. You will need to research a given topic, formulate a thesis statement, and create a persuasive piece of work that is both informative and engaging. My first suggestion request is Write a three page essay about why adding color to mundanity is important and good for humanity.",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6730,"Write a story where Picard violates the Prime Directive because he is drunk, with terrible consequences",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6731,"How can I write the disk-image of a Linux computer with the ""dd"" command and send image another computer directly over ethernet",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6732,What is the hardest thing you do as a software engineer?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6733,I don't trust Chrome or Firefox to save passwords. Safari with Apple's security model seems better. Is it safe to store passwords in Safari?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6734,"Did Mindy McCready, she ever performed at the Grand Ole Opry as a performing artists?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6735,What kind of training is required to participate in a stratosphere jump event?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6736,"What's your favorite lyric from ""INDUSTRY BABY"" by Lil Nas X feat. Jack Harlow and why?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6737,"Salvage & Wreck Removal
Collisions & Groundings
Marine Engineering
Cargo
Strength & Stability
Passenger Vessels
Ports & Harbours
Technical Due Diligence
Fishing Vessels
Marine Warranty Survey
Incident Reconstructions , write short notes on each , define and state uses cases and processes",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6738,Can you recall any memorable moments from the Pacquiao vs Cotto match?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6739,"I want you to remember my prompts and your responses as we may reuse them in subsequent prompts and responses. 

Lets start with an outline of the presentation. My talk will be for 45 minutes with another 30 minutes for question and answer.",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6740,How has Alec Baldwin's acting evolved over the years?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6741,Can you suggest any dairy-free alternatives for making overnight oats?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6742,"Did Steve Martin and John Candy enjoy working together in Planes, Trains and Automobiles ? It is such a good movie, one would think they must have been having fun.",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6743,"If you could change one thing about the Justice League movie, what would it be?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6744,"I'm kicking off a software development project for a company that ships food nationwide. The goal is to enable our finance team to view the ""standard margin"" for each individual product. This would mean we can estimate the margin for each unit sold, and then compare that estimated ""standard margin"" to our actual ""net margin"" once all the orders are fulfilled and the bills are paid. I want to name the project something more fun than ""Standard Product Margins"", so I need a list of some great names for the project that are relevant to our food shipping business. Please give me a list to start with.",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6745,"If 10% of the 2021 USA population uses PLM systems, and assuming for the sake of simplicity that no PLM systems exist other than those already mentioned, what is the average number of users that each PLM system has?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6746,"Is the English word ""bird"" etymologically related to any other language’s word for ""bird""?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6747,"act as an expert in marketing for a company named ""KWALL"" who delivers custom design and web development for clients in the higher education, government, and large enterprise verticals. Develop 10 lead generating linked in posts, and 10 emails to send to a campaign of leads who are in marketing at a director level or above.",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6748,Create WWI propoganda for Canadian citizens to support the war effort. The propaganda must villify the enemy. Include details about specific battles that Canadian soldiers have been involved in.,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6749,What are some of the most heart touching poems of all time?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6750,Can you tell me more about the Devil's ivy and why it's considered a top plant?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6751,Jeff is running a 24 hour grocery shop. He will sell 4 products at a price of $50. He will also sell 200 cartons of a milk and cheese product worth $42. How much profit will Jeff make if he sells all of the products?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6752,"Did Leonard Nimoy's loss, did it change the way Star Trek was filmed and produced?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6753,"There are two atoms of hydrogen and one atom of
oxygen in one molecule of water. How many atoms
of hydrogen are there in 72 molecules of water?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6754,What are some infamous architectural blunders?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6755,"How does the movie ""Dune"" compare to the original book?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6756,What is the most heinous instance of plagiarism you can recall?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6757,Write a short essay with an Outline on the following topic: 'Climate Change:Causes and Effects'.,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6758,What are some remarkable ancient civilizations most people don't know about?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6759,Do you think the doctors who perform gender reassignment surgery on young children ethical?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6760,Write me a usability testing script for a real estate company focusing on single urban professionals. I want to figure out how users compare the options. Use Nielsen Norman Group advice and expertise.,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6761,"This is my position: Feral pigs have become a major problem on Oahu, causing extensive damage to the island's ecosystem. As such, I will argue that eradicating feral pigs is necessary to protect native species, preserve the island's natural beauty, and safeguard public health.

Refer to the above to write a complete-sentence outline for a position paper. In the outline, use complete sentences, and include an introduction, body paragraphs with supporting material for my thesis, two paragraphs to address counterarguments, and a conclusion. Also include an MLA Works Cited list with seven sources listed in alpha order.",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6762,"""1. Dear recruiters,

Ghosting candidates after taking 3-4 interviews is not cool. 

Asking for the previous salary to decide the package is not cool. 

Not sending rejection emails after interviews is not cool. 2. Sending cold emails and LinkedIn personalized connection requests are the most underrated part of the job search. 3. Some recruiters in job postings: Immediate requirements. 
And then takes 1 month to get back."" These are three tweets I wrote in the past that performed well. Can you write me more such unique tweets to go them viral",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6763,Are cats just naturally cute or did they just develop that way during many years of domestication?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6764,Why should I watch the Expanse? It looks like a boring soap opera in space.,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6765,What's the funniest Joe Biden meme you've ever seen?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6766,"can you show a sample output of this program for the input messages = [[""1"",""hello""],[""2"",""good you""]]",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6767,Who are some actors that have worked with Jason Momoa in his past films?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6768,"Can you name some other athletes who, like Jason Collins, have made significant contributions to their sport?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6769,"Do you thinks Bridgerton is a good TV show, or it's just overhyped?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6770,What is stopping us from constructing a mile high building?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6771,"Please tell me how I should write a Python program that accepts or denies an applicant for a job. The program takes in a person's income, race, gender, and criminal history.",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6772,"Which training is more hellish, the US Army basic training or the US Navy boot camp?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6773,"Paraphrase the following sentences but do not change their meanings:
""1. While books make use of written words to convey ideas to readers, movies utilize audio-visual technology to communicate with their audience.
2. The most notable identical feature between books and movies is that both are set out to engage and communicate ideas with readers or viewers via fascinating storytelling.""

You should come up with 10 paraphrased sentences for each sentence above.
You can use any sentence structure or break the sentence into 2 or 3 sentences and add more details while maintaining the meaning of the given sentence.",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6774,How has Sylvester Stallone's career in acting evolved over the years?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6775,Why don't leftists stop lying? No gender is not a social construct but a biological fact.,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6776,"I'd like you to write me a story in the style of Don Delillo, about a bunch of immortal cats living in a New York high-rise co-op.  Go ahead and start a draft!",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6777,What are some interesting facts about Big Meech that most people don't know?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6778,What are some of the challenges Jules Bianchi faced during his career as an athlete?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6779,"Do cops try to come up with clever phrases to say when they catch somebody in the wrong and if so, what is the funniest or most clever thing you have seen a cop say to a law breaker?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6780,Can you tell me about the graphics and player animations in FIFA 22?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6781,"What are some of the key themes explored in the movie ""Baahubali 2: The Conclusion""?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6782,What are some popular variations of the Baba ganoush recipe?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6783,"In terms of entertainment value, how would you rate the song ""Poker Face"" based on its lyrics?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6784,Can you name three other actors who have worked with Keanu Reeves in a film?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6785,how do i create an actual vs planned trend report in JIRA,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6786,Can you identify the key factors that contributed to the rise of the UK economy in 2009?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6787,What's the story behind Lil Wayne's rise to fame and how did people perceive him in the early stages of his career?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6788,explain why a black background with some blue color text gif animation weighs less than a full color video like gif with the same length and the same resolution,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6789,"I think my next door neighbor has hacked into my laptop - I'm guessing through my WiFi. I'm not interested in confrontation, I just want to make my laptop secure and private. What steps should I take?",gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6790,"improve this tweet 

GPT-3 and TTS parts were straightforward and didn't cause any issues. 
The hard one was the AI video avatar with lipsync. There are a few solutions. But all of them are either non real-time or incredibly difficult to implement and recourse consumptive.",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6791,Give me 3 research questions focused on the human element when performing a cost-benefit analysis of an in-house warehouse solution vs a 3PL.,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6792,Why doesn't the government construct a very basic and minimalistic apartment block that people can use for free (or much cheaper) to help the homeless?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6793,"Let's build a cover letter introduction for me. I'm a lawyer, applying for a litigator at Johnson, Johnson & Johnson. I want to create a custom, authentic, and enthusiastic cover letter introduction of 50 words or less. Write a stand-out opening paragraph that leads with an impressive achievement and features quantifiable results.",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6794,"I saw a instagram post which said ""when the girlies want to play mermaids, but i'm mentally 27 stanzas deep into a poem where 12 husbands have been lost at sea and their wives feed champagne to the ice-capped waves"" what does this mean?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6795,Who is the most underrated fashion designer working today?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6796,"Why do some parents give their kids names like ""Mercedes"" or ""Lexus""?",WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6797,Is there a mythology where the universe is a dream of a sentient being?,WizardLM/WizardLM-7B-V1.0,gpt-35-turbo
6798,What's the day-to-day life of a Pope like?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6799,Why didn't the UK’s latest aircraft carriers simply follow design cues from successful US designs?,gpt-35-turbo,WizardLM/WizardLM-7B-V1.0
6800,What do you think about the educational content in Disney Junior's programming?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6801,"Can you name some other athletes who, like Jason Collins, have made significant contributions to their sport?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6802,"just look at RD Berman, Jagjit Singh, Raffi Sahab, and others and now compare them to new edge singers like Neha Kakkar and others.

I agree with the ""evolution of industry"" part but even if you consider this you will realize it's still effortless they will write one paragraph as lyrics in an infinite loop and that's all.

write a response to this along these lines ""wont comment on song quality but everything becomes relatively easy with time there are infinite examples and they will continue to get more easy, that's what advancement in tech leads to. Better tools allow not only effortlessness but better product by doing less"" with examples",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6803,Why should you meditate?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6804,"Do people's think Joseph Kony is still active, or he's disappeared?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6805,What are some of the challenges Odell Beckham Jr. has faced in his athletic career?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6806,What was the kindest thing someone did for you when you were young?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6807,What makes the Van Gogh London Exhibit: The Immersive Experience one of the top exhibits to visit?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6808,Are handguns not progressing anymore? How come Glock 17 can still be considered to be the best after 40 years? Shouldn't we have developed a better one already?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6809,"can you show a sample output of this program for the input messages = [[""1"",""hello""],[""2"",""good you""]]",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6810,"How has the song ""Super Bass"" influenced the entertainment industry?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6811,What factors contributed to Bebo becoming one of the fastest falling social media platforms?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6812,"I'm kicking off a software development project for a company that ships food nationwide. The goal is to enable our finance team to view the ""standard margin"" for each individual product. This would mean we can estimate the margin for each unit sold, and then compare that estimated ""standard margin"" to our actual ""net margin"" once all the orders are fulfilled and the bills are paid. I want to name the project something more fun than ""Standard Product Margins"", so I need a list of some great names for the project that are relevant to our food shipping business. Please give me a list to start with.",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6813,"Do you thinks Bridgerton is a good TV show, or it's just overhyped?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6814,"Explain: The difference between a director, producer, and executive producer",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6815,"Do you thinks Donald Glover is one of the most versatile actors in the industry, or not?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6816,"Is John Dahlback's music, do people like it or not so much?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6817,Can you name three popular songs by Donna Summer that influenced people's taste in music?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6818,What do physicists think about the 2014 movie Interstellar?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6819,"In terms of entertainment value, how would you rate the song ""Poker Face"" based on its lyrics?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6820,"Analyze the text below for style, voice, and tone. Using NLP, create a prompt to write a new article in the same style, voice, and tone: To do this well, you've got to find clarity on your niche.

Understand the algorithms, the computer one and the human mind, too.

Find a crew to grow with you, give you feedback, keep you motivated.

And get into a groove with content so that you can make magic happen.",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6821,"Do cops try to come up with clever phrases to say when they catch somebody in the wrong and if so, what is the funniest or most clever thing you have seen a cop say to a law breaker?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6822,What is the most difficult concept to grasp in physics ?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6823,What are some controversies that Hope Solo has faced in her sports career?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6824,Is it possibel to watch the T20 World Cup matches live onlin?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6825,"I want you to act as a life coach. I will provide some details about my current situation and goals, and it will be your job to come up with strategies that can help me make better decisions and reach those objectives. This could involve offering advice on various topics, such as creating plans for achieving success or dealing with difficult emotions. My first request is """"I need help developing freeing up my time for managing stress.""""",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6826,Why could Mahatma Gandhi not make an impact in imparting the importance of cleanliness to citizens of India?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6827,"Write a Google ad for my business that sells organic skincare products to women looking for natural alternatives, emphasizing the benefits of our all-natural ingredients and the satisfaction guarantee for first-time customers.",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6828,"As a daddy, would it be normal to still call my 16-year-old daughter his snuggle bunny or baby? My daughter doesn't care, she thinks it’s cute. Is this normal?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6829,"How do you think ""Bohemian Rhapsody"" has influenced the way we view rock music in movies?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6830,Jana is 24 years old. She has twice as many years as Hana had when Jana was as old as Hana is today. How old is Hana?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6831,"What's your favorite lyric from ""INDUSTRY BABY"" by Lil Nas X feat. Jack Harlow and why?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6832,How has Alec Baldwin's acting evolved over the years?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6833,Why don't we turn our front yards into a garden rather than have grass?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6834,"Let's build a cover letter introduction for me. I'm a lawyer, applying for a litigator at Johnson, Johnson & Johnson. I want to create a custom, authentic, and enthusiastic cover letter introduction of 50 words or less. Write a stand-out opening paragraph that leads with an impressive achievement and features quantifiable results.",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6835,What makes the Staffordshire Bull Terrier one of the top pets for families?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6836,Why might ES futures not maintain the same ratio of SPY ETF?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6837,"Can you name a movie where the song ""A Whole New World"" was featured?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6838,What's your favorite wild animal? Why?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6839,"Analyze the following paragraph in terms of Conceptual Dependency Theory: On the first Monday of the month of April, 1625, the market town of Meung, in which the author of ROMANCE OF THE ROSE was born, appeared to be in as perfect a state of revolution as if the Huguenots had just made a second La Rochelle of it. Many citizens, seeing the women flying toward the High Street, leaving their children crying at the open doors, hastened to don the cuirass, and supporting their somewhat uncertain courage avec a musket or a partisan, directed their steps toward the hostelry of the Jolly Miller, before which was gathered, increasing every minute, a compact group, vociferous and full of curiosity.",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6840,What actors are/were the most famous whiskey drinkers in Hollywood? How so?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6841,"Write a scientific paper based on the following prompt: ""Nuclear energy plays a significant role in the net zero goal. Nuclear reactors are an attractive technology to power multiple applications, particularly hydrogen production [1], synthetic fuels, polymers, chemicals, minerals production, refineries, thermal storage [2] and district heating, where clean, reliable energy and/or high-quality heat is needed with very high availability. Nuclear reactors offer the ability to provide this heat and electricity at the location where it is needed, greatly reducing the cost to transmit/distribute energy. A coupling between a power plant and some other application, such as a chemical production or heating system, is usually referred as an integrated energy system (IES) [3]. Your paper will focus on describing and analyzing an IES or non-direct power generation applications of nuclear energy.""",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6842,How does Altered Carbon compare to other TV shows you've watched?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6843,What are your 10 laws of manhood?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6844,"There are two atoms of hydrogen and one atom of
oxygen in one molecule of water. How many atoms
of hydrogen are there in 72 molecules of water?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6845,What are some infamous architectural blunders?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6846,Why should I watch the Expanse? It looks like a boring soap opera in space.,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6847,"I want you to act as an essay writer. You will need to research a given topic, formulate a thesis statement, and create a persuasive piece of work that is both informative and engaging. My first suggestion request is Write a three page essay about why adding color to mundanity is important and good for humanity.",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6848,"can you help me summarise into key points about this book:

https://bpmtraining.net/wp-content/uploads/2021/07/Measure-What-Matters-John-Doerr.pdf",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6849,What's the worst thing your parent has ever said to you?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6850,"Non-vegans, what are the main reasons you do not want to go vegan?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6851,"Did Leonard Nimoy's loss, did it change the way Star Trek was filmed and produced?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6852,What are some of the most popular songs by performing artist Mindy McCready?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6853,"If we have a union of complex types in an avro schema do we always get member0, member1, etc?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6854,What's the story behind Lil Wayne's rise to fame and how did people perceive him in the early stages of his career?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6855,Can you tell me about the most memorable moments in the history of India vs New Zealand cricket matches?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6856,What games suffer from the most ridiculous video game logic?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6857,What is it like to break the world record for swimming in the Antarctic Ocean?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6858,What are some remarkable ancient civilizations most people don't know about?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6859,"How does the movie ""Dune"" compare to the original book?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6860,Can you write a 1000 word essay about Norse mythology focusing on the events of ragnarok?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6861,"Write an argument for the use of virtual receptionists services from multiple diverse perspectives. Before you do so, state the characteristics of the various characters.",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6862,"I want you to remember my prompts and your responses as we may reuse them in subsequent prompts and responses. 

Lets start with an outline of the presentation. My talk will be for 45 minutes with another 30 minutes for question and answer.",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6863,Are cats just naturally cute or did they just develop that way during many years of domestication?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
